@relation winequalityN-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ClassAssigner-Cfirst-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C14-Llast-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-V

@attribute type {white,red}
@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric

@data
white,-0.410256,-0.793103,-0.363636,-0.659389,-0.659574,-0.189189,-0.20111,-0.215463,0.20339,-0.386364,-0.064516
white,-0.179487,-0.632184,-0.181818,-0.624454,0.049645,-0.837838,-0.295423,-0.101394,0.033898,-0.659091,-0.096774
white,-0.25641,-0.471264,-0.818182,-0.938865,-0.588652,0.027027,-0.217753,-0.35488,-0.220339,-0.454545,-0.354839
white,-0.307692,-0.655172,-0.113636,-0.886463,-0.617021,-0.279279,-0.489598,-0.633714,-0.20339,-0.522727,0.258065
red,0.641026,-0.356322,0.454545,-0.799127,0.602837,-0.837838,-0.805825,0.380228,-0.135593,0,0.451613
white,0.051282,-0.218391,0.113636,-0.336245,-0.333333,-0.441441,-0.12344,0.190114,-0.033898,-0.136364,0.032258
white,0.025641,-0.586207,-0.295455,-0.737991,-0.77305,-0.621622,-0.478502,-0.550063,-0.542373,-0.431818,0.322581
white,-0.461538,-0.632184,-0.409091,0.021834,-0.375887,-0.405405,-0.289875,0.278834,0.050847,-0.477273,-0.516129
white,-0.076923,-0.609195,0.113636,-0.956332,-0.531915,-0.387387,-0.167822,-0.418251,-0.305085,-0.25,0.064516
white,-0.179487,-0.517241,-0.25,-0.973799,-0.546099,-0.657658,-0.384189,-0.572877,-0.169492,-0.363636,0.096774
white,-0.307692,-0.701149,0.159091,0.484716,-0.489362,-0.405405,-0.339806,0.590621,-0.186441,-0.431818,-0.741935
white,-0.410256,-0.83908,-0.340909,-0.510917,-0.475177,-0.315315,-0.195562,-0.036755,0.491525,-0.5,-0.16129
white,-0.205128,-0.517241,-0.090909,0.646288,-0.51773,-0.369369,-0.167822,0.583016,-0.644068,-0.431818,-0.709677
white,-0.358974,-0.678161,-0.5,-0.563319,-0.574468,-0.459459,-0.323162,-0.258555,-0.322034,-0.454545,-0.225806
red,-0.128205,-0.609195,-0.159091,-0.834061,-0.234043,-0.81982,-0.805825,-0.077313,0.355932,0.318182,0.419355
white,-0.358974,-0.54023,-0.454545,-0.31441,-0.687943,-0.441441,-0.079057,0.101394,0.135593,-0.204545,-0.451613
white,-0.25641,-0.770115,-0.431818,0.196507,-0.446809,0.405405,-0.206657,0.316857,-0.322034,-0.659091,-0.451613
white,-0.282051,-0.471264,-0.136364,0.349345,-0.304965,-0.72973,-0.117892,0.595691,0.118644,-0.136364,-0.612903
white,-0.384615,-0.448276,0.136364,-0.484716,-0.446809,0.081081,-0.001387,-0.025349,-0.20339,-0.477273,-0.483871
white,-0.230769,-0.655172,-0.340909,0.292576,-0.092199,-0.009009,-0.073509,0.430925,-0.423729,-0.568182,-0.774194
red,-0.384615,0.103448,-0.795455,-0.90393,-0.375887,-0.585586,-0.855756,-0.124208,0.389831,-0.136364,0.064516
white,-0.205128,-0.632184,-0.113636,-0.938865,-0.234043,-0.693694,-0.278779,-0.278834,0,-0.409091,-0.225806
white,-0.333333,-0.586207,-0.5,-0.606987,-0.602837,-0.603604,-0.306519,-0.076046,-0.033898,-0.772727,-0.322581
white,0,-0.402299,0.318182,-0.082969,-0.574468,-0.279279,-0.195562,0.35488,-0.423729,-0.386364,-0.806452
white,-0.230769,-0.471264,-0.045455,-0.449782,-0.475177,-0.117117,-0.073509,0.101394,-0.20339,-0.454545,-0.677419
red,0.384615,-0.356322,-0.227273,-0.912664,-0.248227,-0.927928,-0.966713,0.21166,-0.186441,0.022727,-0.193548
white,-0.102564,-0.609195,-0.181818,-0.868996,-0.64539,-0.477477,-0.051318,-0.525982,-0.101695,-0.590909,0.258065
white,0.076923,-0.770115,0.113636,-0.895197,-0.262411,-0.837838,-0.228849,-0.101394,-0.135593,-0.409091,-0.354839
white,-0.333333,-0.747126,-0.045455,-0.799127,-0.673759,-0.441441,-0.572816,-0.532319,-0.016949,-0.568182,0.193548
white,0.076923,-0.609195,0.113636,-0.947598,-0.262411,-0.531532,-0.384189,-0.152091,-0.389831,-0.727273,-0.548387
white,-0.282051,-0.701149,-0.295455,-0.056769,-0.574468,-0.189189,-0.117892,0.373891,0.169492,-0.5,-0.419355
red,-0.025641,0.264368,-0.931818,-0.877729,0.007092,-0.531532,-0.79473,0.098859,0.220339,-0.045455,-0.064516
white,-0.230769,-0.471264,-0.568182,-0.746725,0.092199,-0.477477,-0.312067,-0.253485,-0.813559,-0.5,-0.483871
white,-0.384615,-0.678161,-0.386364,-0.921397,-0.219858,-0.657658,-0.300971,-0.152091,-0.152542,-0.454545,-0.612903
red,-0.205128,0.390805,-1,-0.834061,0.361702,-0.621622,-0.828017,0.202788,0.254237,-0.204545,-0.16129
white,-0.692308,-0.494253,-0.25,-0.729258,-0.702128,-0.045045,-0.073509,-0.798479,0.084746,-0.818182,0.612903
white,-0.25641,-0.816092,0.113636,-0.842795,-0.475177,0.009009,0.004161,0.025349,0.525424,0.340909,-0.225806
white,-0.897436,-0.689655,-0.477273,-0.606987,-0.546099,0.135135,-0.162275,0.238276,0.186441,-0.5,-1
white,-0.076923,-0.770115,-0.181818,0.091703,-0.333333,0.279279,-0.128988,0.633714,0.186441,-0.704545,-0.645161
red,-0.051282,0.287356,-1,-0.842795,-0.035461,-0.693694,-0.872399,0.190114,0.016949,-0.136364,-0.354839
white,-0.384615,-0.563218,0.113636,-0.930131,-0.41844,-0.657658,-0.622746,-0.240811,0.016949,-0.5,-0.419355
white,-0.307692,-0.310345,-0.409091,-0.598253,-0.531915,-0.423423,-0.411928,-0.548796,-0.423729,-0.363636,0.387097
white,-0.307692,-0.724138,-0.454545,-0.248908,-0.503546,-0.567568,-0.20111,0.002535,-0.152542,-0.5,-0.193548
red,-0.128205,0.264368,-1,-0.886463,0.248227,-0.765766,-0.822469,0.2218,0.101695,-0.181818,-0.677419
red,-0.128205,-0.402299,-0.522727,-0.834061,-0.06383,-0.279279,-0.656033,0.108999,0.101695,-0.272727,-0.322581
white,-0.692308,0.08046,-0.681818,-0.327511,-0.673759,-0.387387,-0.12344,-0.405577,0.372881,-0.340909,0.451613
white,-0.333333,-0.942529,-0.340909,-0.956332,-0.631206,-0.225225,-0.256588,-0.453739,-0.237288,-0.25,-0.129032
white,-0.025641,-0.16092,0,0.213974,-0.489362,0.207207,0.142857,0.456274,0.288136,-0.681818,-0.354839
white,0.051282,-0.770115,-0.159091,-0.947598,-0.560284,-0.72973,-0.617198,-0.380228,-0.220339,-0.068182,-0.096774
white,-0.282051,-0.678161,-0.363636,0,-0.304965,-0.567568,-0.339806,0.451204,0.237288,-0.477273,-0.548387
white,0.153846,-0.425287,-0.022727,-0.248908,-0.475177,-0.621622,-0.334258,0.405577,0.118644,-0.431818,-0.580645
white,-0.102564,-0.770115,-0.340909,-0.965066,-0.617021,-0.54955,-0.472954,-0.633714,-0.372881,-0.659091,0.193548
red,0.076923,-0.195402,-0.181818,-0.851528,-0.06383,-0.837838,-0.76699,0.329531,0.050847,-0.454545,-0.548387
white,-0.641026,-0.344828,-0.818182,0.126638,-0.546099,-0.351351,-0.245492,0.253485,0.254237,-0.613636,-0.387097
white,-0.358974,-0.448276,-0.409091,0.021834,-0.503546,-0.585586,0.104022,0.140684,-0.338983,-0.181818,-0.387097
white,-0.128205,-0.724138,-0.5,-0.912664,-0.503546,-0.711712,-0.472954,-0.036755,0.101695,-0.295455,-0.354839
red,0.025641,0.298851,-1,-0.877729,0.035461,-0.873874,-0.944521,0.17744,0.118644,-0.159091,-0.419355
red,0,-0.195402,-0.431818,-0.825328,-0.092199,-0.495495,-0.683773,0.145754,0.101695,-0.181818,-0.193548
white,-0.205128,-0.862069,-0.136364,-0.965066,-0.546099,-0.621622,-0.583911,-0.579214,-0.474576,-0.272727,0.096774
white,0.153846,-0.724138,0.681818,-0.663755,-0.503546,-0.423423,-0.312067,-0.329531,-0.101695,-0.545455,0.354839
red,0.282051,-0.563218,0.045455,-0.868996,0.219858,-0.657658,-0.872399,-0.015209,-0.084746,-0.227273,0.064516
white,-0.051282,-0.517241,-0.295455,-0.270742,-0.347518,-0.657658,-0.195562,0.228137,-0.389831,-0.272727,-0.580645
white,-0.435897,-0.54023,-0.431818,-0.895197,-0.531915,-0.873874,-0.434119,-0.26616,-0.389831,-0.25,-0.677419
red,0.051282,-0.770115,-0.090909,-0.895197,-0.248227,-0.891892,-0.92233,-0.114068,-0.050847,0.090909,0
white,-0.461538,-0.402299,-0.318182,-0.720524,-0.631206,0.009009,-0.284327,-0.613435,-0.372881,-0.727273,0.290323
white,-0.128205,-0.471264,-0.204545,-0.423581,-0.475177,-0.207207,-0.04577,0.063371,-0.288136,-0.295455,-0.451613
white,0.487179,0.321839,-0.522727,-0.877729,-0.574468,-0.63964,-0.367545,-0.395437,-0.525424,0.772727,0.483871
white,-0.74359,-0.517241,-0.477273,-0.956332,-0.503546,-0.333333,-0.034674,-0.730038,-0.050847,-0.727273,0.258065
red,-0.282051,0.425287,-0.818182,-0.825328,0.375887,-0.765766,-0.883495,0.209125,0.220339,-0.181818,-0.290323
white,-0.333333,-0.793103,-0.227273,-0.921397,0.191489,-0.243243,-0.278779,-0.152091,-0.101695,-0.386364,-0.483871
white,-0.153846,-0.195402,0.386364,-0.021834,-0.489362,-0.045045,-0.17337,0.304183,-0.338983,-0.477273,-0.774194
white,-0.128205,-0.126437,0.477273,-0.144105,-0.41844,0.351351,0.0319,0.329531,-0.254237,-0.545455,-0.774194
white,-0.230769,-0.586207,-0.090909,-0.39738,-0.475177,-0.207207,-0.040222,0.105196,-0.186441,-0.386364,-0.580645
white,-0.179487,-0.724138,-0.25,-0.641921,-0.702128,-0.567568,-0.61165,-0.377693,-0.728814,-0.272727,-0.193548
white,-0.205128,-0.609195,-0.409091,-0.598253,-0.787234,-0.369369,-0.284327,-0.025349,-0.254237,0.136364,-0.129032
white,-0.25641,-0.724138,-0.068182,-0.257642,-0.503546,-0.117117,-0.112344,0.050697,-0.288136,-0.181818,-0.419355
white,-0.230769,-0.885057,-0.113636,-0.930131,-0.64539,-0.675676,-0.467406,-0.480355,-0.135593,-0.136364,0.064516
white,-0.051282,-0.816092,-0.136364,0.056769,-0.51773,0.252252,-0.128988,0.26109,-0.271186,0.363636,-0.225806
white,0.205128,-0.655172,-0.363636,-0.082969,-0.659574,-0.477477,-0.495146,0.008872,-0.474576,-0.613636,-0.193548
white,-0.384615,-0.701149,-0.409091,0.091703,-0.41844,0.045045,-0.20111,0.34474,0,-0.454545,-0.677419
white,-0.153846,-0.54023,0.113636,-0.484716,-0.546099,-0.513514,-0.417476,-0.304183,0.169492,-0.181818,0.354839
white,-0.25641,-0.517241,0.022727,0.196507,-0.361702,-0.477477,-0.029126,0.467681,-0.288136,-0.204545,-0.645161
white,-0.512821,-0.54023,-0.181818,-0.895197,-0.546099,-0.333333,-0.533981,-0.631179,-0.067797,0.727273,0.258065
red,0.435897,0.172414,-0.681818,-0.877729,0.06383,-0.567568,-0.76699,0.392902,-0.288136,-0.227273,-0.451613
white,-0.230769,-0.770115,-0.363636,-0.196507,-0.574468,-0.495495,-0.40638,-0.119138,-0.338983,-0.477273,-0.064516
red,-0.025641,-0.195402,-0.090909,-0.816594,0.035461,-0.90991,-0.972261,0.048162,0.220339,-0.272727,0.354839
red,-0.179487,-0.356322,-0.522727,-0.842795,0.092199,-0.585586,-0.650485,0.070976,0.152542,-0.295455,-0.322581
white,-0.282051,-0.402299,-0.454545,-0.764192,-0.64539,-0.495495,-0.48405,-0.594423,-0.355932,-0.590909,0.387097
white,-0.666667,-0.517241,-0.363636,-0.327511,-0.758865,-0.531532,-0.439667,-0.243346,0.084746,-0.659091,-0.032258
white,-0.307692,-0.586207,-0.227273,-0.930131,-0.560284,-0.567568,-0.012483,-0.359949,-0.033898,-0.454545,-0.129032
red,-0.179487,0.241379,-0.772727,-0.930131,-0.120567,-0.531532,-0.683773,0.126743,-0.050847,-0.113636,-0.612903
white,-0.076923,-0.264368,-0.068182,0.179039,-0.375887,-0.351351,0.042996,0.489227,-0.186441,-0.068182,-0.548387
white,-0.461538,-0.517241,-0.636364,-0.362445,-0.503546,-0.153153,0.059639,0.015209,-0.169492,-0.681818,-0.548387
white,-0.179487,-0.632184,-0.204545,-0.965066,-0.673759,-0.261261,-0.456311,-0.648923,-0.254237,-0.659091,0.193548
white,0.205128,-0.609195,-0.386364,-0.641921,-0.687943,-0.459459,-0.522885,-0.35488,-0.508475,-0.75,0.290323
white,-0.333333,-0.655172,-0.25,-0.951965,-0.503546,-0.738739,0.17337,-0.380228,0.033898,-0.5,-0.032258
white,-0.692308,-0.632184,-0.568182,-0.615721,-0.51773,-0.711712,-0.472954,-0.07858,0.610169,-0.204545,-0.354839
white,-0.230769,-0.632184,-0.227273,-0.606987,-0.588652,-0.459459,-0.48405,-0.367554,-0.118644,-0.454545,0.225806
white,-0.358974,-0.54023,-0.5,-0.222707,-0.560284,-0.477477,-0.417476,-0.205323,-0.440678,-0.795455,-0.096774
white,-0.076923,-0.471264,0.681818,-0.117904,-0.574468,-0.099099,-0.217753,0.342205,-0.491525,-0.522727,-0.774194
white,-0.512821,-0.701149,-0.272727,-0.912664,-0.702128,-0.423423,-0.356449,-0.577947,0.033898,-0.318182,0.258065
white,-0.230769,-0.701149,0.25,0.222707,-0.375887,-0.405405,-0.151179,0.386565,-0.644068,-0.5,-0.612903
